2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:48:44,998; INFO    ; GR1_UP              ; actuator  ; run_to_encoder_value     (163); GR1_UP :Actuator running to value: 1400, at: GR1_VERTICAL_ENCODER
2023-05-04 13:48:44,999; INFO    ; GR1_UP              ; actuator  ; start                    (274); GR1_UP :Started actuator
2023-05-04 13:48:46,567; INFO    ; GR1_UP              ; sensor    ; wait_for_encoder         (174); GR1_VERTICAL_ENCODER :Value reached: 1434
2023-05-04 13:48:46,568; INFO    ; GR1_UP              ; actuator  ; run_to_encoder_value     (183); GR1_UP :Stopped at: 1434
2023-05-04 13:48:46,569; INFO    ; GR1_UP              ; actuator  ; stop                     (284); GR1_UP :Stopped actuator
2023-05-04 13:48:46,570; INFO    ; GR1                 ; robot_3d  ; move_all_axes            (249); GR1 :Axes moved to: (r:-, h:-, v:1400)
2023-05-04 13:48:46,573; DEBUG   ; GR1                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB2_SENS_START
2023-05-04 13:48:46,574; DEBUG   ; GR1                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): CB2_SENS_START
2023-05-04 13:48:46,574; WARNING ; GR1                 ; machine   ; switch_state             ( 78); GR1: Switching state to: MOVING
2023-05-04 13:48:46,575; INFO    ; GR1                 ; robot_3d  ; move_all_axes            (219); GR1 :Moving axes to: (r:2305, h:40, v:-)
2023-05-04 13:48:46,579; INFO    ; GR1_CW              ; actuator  ; run_to_encoder_value     (163); GR1_CW :Actuator running to value: 2305, at: GR1_ROTATION_ENCODER
2023-05-04 13:48:46,582; INFO    ; GR1_CW              ; actuator  ; start                    (274); GR1_CW :Started actuator
2023-05-04 13:48:46,586; INFO    ; GR1_BWD             ; actuator  ; run_to_encoder_value     (163); GR1_BWD :Actuator running to value: 40, at: GR1_HORIZONTAL_COUNTER
2023-05-04 13:48:46,588; INFO    ; GR1_BWD             ; actuator  ; start                    (274); GR1_BWD :Started actuator
2023-05-04 13:48:49,987; INFO    ; GR1_CW              ; sensor    ; wait_for_encoder         (174); GR1_ROTATION_ENCODER :Value reached: 2445
2023-05-04 13:48:49,988; INFO    ; GR1_CW              ; actuator  ; set_pwm                  (298); GR1_ROTATION_PWM :Set to 15%
2023-05-04 13:48:49,989; INFO    ; GR1_CW              ; actuator  ; start                    (274); GR1_CW :Started actuator
2023-05-04 13:48:50,485; INFO    ; GR1_BWD             ; sensor    ; wait_for_encoder         (174); GR1_HORIZONTAL_COUNTER :Value reached: 40
2023-05-04 13:48:50,486; INFO    ; GR1_BWD             ; actuator  ; run_to_encoder_value     (183); GR1_BWD :Stopped at: 40
2023-05-04 13:48:50,489; INFO    ; GR1_BWD             ; actuator  ; stop                     (284); GR1_BWD :Stopped actuator
2023-05-04 13:48:50,546; INFO    ; GR1_CW              ; sensor    ; wait_for_encoder         (174); GR1_ROTATION_ENCODER :Value reached: 2318
2023-05-04 13:48:50,547; INFO    ; GR1_CW              ; actuator  ; run_to_encoder_value     (183); GR1_CW :Stopped at: 2318
2023-05-04 13:48:50,548; INFO    ; GR1_CW              ; actuator  ; stop                     (284); GR1_CW :Stopped actuator
2023-05-04 13:48:50,549; INFO    ; GR1_CW              ; actuator  ; set_pwm                  (298); GR1_ROTATION_PWM :Set to 100%
2023-05-04 13:48:50,551; INFO    ; GR1                 ; robot_3d  ; move_all_axes            (249); GR1 :Axes moved to: (r:2305, h:40, v:-)
2023-05-04 13:48:50,553; WARNING ; GR1                 ; machine   ; switch_state             ( 78); GR1: Switching state to: TO_DESTINATION
2023-05-04 13:48:50,555; INFO    ; GR1                 ; robot_3d  ; move_all_axes            (219); GR1 :Moving axes to: (r:2305, h:40, v:1550)
2023-05-04 13:48:50,560; INFO    ; GR1_CW              ; actuator  ; move_axis                (255); GR1_CW :Axis already at position
2023-05-04 13:48:50,567; INFO    ; GR1_BWD             ; actuator  ; move_axis                (255); GR1_BWD :Axis already at position
2023-05-04 13:48:50,573; INFO    ; GR1_DOWN            ; actuator  ; run_to_encoder_value     (163); GR1_DOWN :Actuator running to value: 1550, at: GR1_VERTICAL_ENCODER
2023-05-04 13:48:50,575; INFO    ; GR1_DOWN            ; actuator  ; start                    (274); GR1_DOWN :Started actuator
2023-05-04 13:48:50,926; INFO    ; GR1_DOWN            ; sensor    ; wait_for_encoder         (174); GR1_VERTICAL_ENCODER :Value reached: 1520
2023-05-04 13:48:50,927; INFO    ; GR1_DOWN            ; actuator  ; run_to_encoder_value     (183); GR1_DOWN :Stopped at: 1520
2023-05-04 13:48:50,928; INFO    ; GR1_DOWN            ; actuator  ; stop                     (284); GR1_DOWN :Stopped actuator
2023-05-04 13:48:50,929; INFO    ; GR1                 ; robot_3d  ; move_all_axes            (249); GR1 :Axes moved to: (r:2305, h:40, v:1550)
2023-05-04 13:48:50,930; INFO    ; GR1                 ; robot_3d  ; move_to_position         (207); GR1 :Position reached: (r:2305, h:40, v:1550)
2023-05-04 13:48:50,931; WARNING ; GR1                 ; machine   ; switch_state             ( 78); GR1: Switching state to: END
2023-05-04 13:48:50,932; INFO    ; GR1                 ; grip_robot; release                  ( 86); GR1 :Releasing
2023-05-04 13:48:50,933; INFO    ; GR1                 ; actuator  ; run_to_encoder_value     (163); GR1_OPEN :Actuator running to value: 9, at: GR1_CLAW_COUNTER
2023-05-04 13:48:50,934; INFO    ; GR1                 ; actuator  ; start                    (274); GR1_OPEN :Started actuator
2023-05-04 13:48:51,266; INFO    ; GR1                 ; sensor    ; wait_for_encoder         (174); GR1_CLAW_COUNTER :Value reached: 9
2023-05-04 13:48:51,267; INFO    ; GR1                 ; actuator  ; run_to_encoder_value     (183); GR1_OPEN :Stopped at: 9
2023-05-04 13:48:51,268; INFO    ; GR1                 ; actuator  ; stop                     (284); GR1_OPEN :Stopped actuator
2023-05-04 13:48:51,285; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: CB3_1
2023-05-04 13:48:51,286; WARNING ; GR1_INIT            ; machine   ; switch_state             ( 78); GR1: Switching state to: INIT
2023-05-04 13:48:51,289; INFO    ; GR1_INIT            ; robot_3d  ; init                     (101); Initializing GR1, moving to init position
2023-05-04 13:48:51,291; INFO    ; GR1_INIT            ; robot_3d  ; move_all_axes            (219); GR1 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:48:51,298; INFO    ; GR1_BWD             ; actuator  ; run_to_encoder_start     (213); GR1_BWD :Actuator running to encoder start
2023-05-04 13:48:51,302; INFO    ; GR1_UP              ; actuator  ; run_to_encoder_start     (213); GR1_UP :Actuator running to encoder start
2023-05-04 13:48:51,306; INFO    ; GR1_BWD             ; actuator  ; run_to_sensor            ( 82); GR1_BWD :Actuator running to sensor: GR1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,307; INFO    ; GR1_UP              ; actuator  ; run_to_sensor            ( 82); GR1_UP :Actuator running to sensor: GR1_REF_SW_VERTICAL
2023-05-04 13:48:51,309; DEBUG   ; MainThread          ; conveyor  ; __init__                 ( 42); Created Conveyor: CB3
2023-05-04 13:48:51,309; DEBUG   ; GR1_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,312; DEBUG   ; GR1_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): GR1_REF_SW_VERTICAL
2023-05-04 13:48:51,313; INFO    ; GR1_BWD             ; actuator  ; start                    (274); GR1_BWD :Started actuator
2023-05-04 13:48:51,314; INFO    ; GR1_UP              ; actuator  ; start                    (274); GR1_UP :Started actuator
2023-05-04 13:48:51,335; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: VG1_1
2023-05-04 13:48:51,336; WARNING ; CB3                 ; machine   ; switch_state             ( 78); CB3: Switching state to: RUN
2023-05-04 13:48:51,337; DEBUG   ; CB3                 ; actuator  ; __init__                 ( 59); Created Actuator: CB3
2023-05-04 13:48:51,339; INFO    ; CB3                 ; actuator  ; run_to_sensor            ( 82); CB3_FWD :Actuator running to sensor: CB3_SENS_END
2023-05-04 13:48:51,340; DEBUG   ; CB3                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): CB3_SENS_END
2023-05-04 13:48:51,341; INFO    ; CB3                 ; actuator  ; start                    (274); CB3_FWD :Started actuator
2023-05-04 13:48:51,357; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG1_ROTATION_ENCODER
2023-05-04 13:48:51,357; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG1_HORIZONTAL_ENCODER
2023-05-04 13:48:51,358; DEBUG   ; MainThread          ; sensor    ; __init__                 ( 66); Created Sensor(ENCODER): VG1_VERTICAL_ENCODER
2023-05-04 13:48:51,359; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG1_rotation
2023-05-04 13:48:51,359; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG1_horizontal
2023-05-04 13:48:51,360; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG1_vertical
2023-05-04 13:48:51,360; DEBUG   ; MainThread          ; robot_3d  ; __init__                 ( 81); Created 3D Robot: VG1
2023-05-04 13:48:51,361; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG1_COMPRESSOR
2023-05-04 13:48:51,361; DEBUG   ; MainThread          ; actuator  ; __init__                 ( 59); Created Actuator: VG1_VALVE_VACUUM
2023-05-04 13:48:51,362; DEBUG   ; MainThread          ; vac_robot ; __init__                 ( 40); Created Vacuum Robot: VG1
2023-05-04 13:48:51,366; WARNING ; VG1_INIT            ; machine   ; switch_state             ( 78); VG1: Switching state to: INIT
2023-05-04 13:48:51,367; INFO    ; VG1_INIT            ; robot_3d  ; init                     (101); Initializing VG1, moving to init position
2023-05-04 13:48:51,368; INFO    ; VG1_INIT            ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:48:51,376; INFO    ; VG1_BWD             ; actuator  ; run_to_encoder_start     (213); VG1_BWD :Actuator running to encoder start
2023-05-04 13:48:51,380; INFO    ; VG1_BWD             ; actuator  ; run_to_sensor            ( 82); VG1_BWD :Actuator running to sensor: VG1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,381; DEBUG   ; VG1_BWD             ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,383; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_start     (213); VG1_UP :Actuator running to encoder start
2023-05-04 13:48:51,384; INFO    ; VG1_BWD             ; actuator  ; run_to_sensor            ( 89); VG1_BWD :Actuator already at sensor: VG1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,385; INFO    ; VG1_UP              ; actuator  ; run_to_sensor            ( 82); VG1_UP :Actuator running to sensor: VG1_REF_SW_VERTICAL
2023-05-04 13:48:51,389; DEBUG   ; VG1_UP              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG1_REF_SW_VERTICAL
2023-05-04 13:48:51,388; INFO    ; VG1_BWD             ; actuator  ; stop                     (284); VG1_BWD :Stopped actuator
2023-05-04 13:48:51,390; INFO    ; VG1_UP              ; actuator  ; run_to_sensor            ( 89); VG1_UP :Actuator already at sensor: VG1_REF_SW_VERTICAL
2023-05-04 13:48:51,392; DEBUG   ; VG1_BWD             ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG1_REF_SW_HORIZONTAL
2023-05-04 13:48:51,392; INFO    ; VG1_UP              ; actuator  ; stop                     (284); VG1_UP :Stopped actuator
2023-05-04 13:48:51,395; DEBUG   ; VG1_UP              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG1_REF_SW_VERTICAL
2023-05-04 13:48:51,477; INFO    ; VG1_BWD             ; sensor    ; reset_encoder            (190); Reset encoder: VG1_HORIZONTAL_ENCODER
2023-05-04 13:48:51,509; INFO    ; VG1_UP              ; sensor    ; reset_encoder            (190); Reset encoder: VG1_VERTICAL_ENCODER
2023-05-04 13:48:51,510; INFO    ; VG1_INIT            ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:-, h:0, v:0)
2023-05-04 13:48:51,512; INFO    ; VG1_INIT            ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:0, h:-, v:-)
2023-05-04 13:48:51,517; INFO    ; VG1_CW              ; actuator  ; run_to_encoder_start     (213); VG1_CW :Actuator running to encoder start
2023-05-04 13:48:51,519; INFO    ; VG1_CW              ; actuator  ; run_to_sensor            ( 82); VG1_CW :Actuator running to sensor: VG1_REF_SW_ROTATION
2023-05-04 13:48:51,523; DEBUG   ; VG1_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG1_REF_SW_ROTATION
2023-05-04 13:48:51,527; INFO    ; VG1_CW              ; actuator  ; run_to_sensor            ( 89); VG1_CW :Actuator already at sensor: VG1_REF_SW_ROTATION
2023-05-04 13:48:51,532; INFO    ; VG1_CW              ; actuator  ; stop                     (284); VG1_CW :Stopped actuator
2023-05-04 13:48:51,533; DEBUG   ; VG1_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG1_REF_SW_ROTATION
2023-05-04 13:48:51,622; INFO    ; VG1_CW              ; sensor    ; reset_encoder            (190); Reset encoder: VG1_ROTATION_ENCODER
2023-05-04 13:48:51,624; INFO    ; VG1_INIT            ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:0, h:-, v:-)
2023-05-04 13:48:51,634; INFO    ; VG1                 ; robot_3d  ; move_to_position         (170); VG1 :Moving to Position: (r:97, h:815, v:1150)
2023-05-04 13:48:51,635; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: TO_DESTINATION
2023-05-04 13:48:51,636; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:97, h:815, v:1150)
2023-05-04 13:48:51,641; INFO    ; VG1_CCW             ; actuator  ; run_to_encoder_value     (163); VG1_CCW :Actuator running to value: 97, at: VG1_ROTATION_ENCODER
2023-05-04 13:48:51,643; INFO    ; VG1_CCW             ; actuator  ; start                    (274); VG1_CCW :Started actuator
2023-05-04 13:48:51,647; INFO    ; VG1_FWD             ; actuator  ; run_to_encoder_value     (163); VG1_FWD :Actuator running to value: 815, at: VG1_HORIZONTAL_ENCODER
2023-05-04 13:48:51,651; INFO    ; VG1_CCW             ; actuator  ; set_pwm                  (298); VG1_ROTATION_PWM :Set to 15%
2023-05-04 13:48:51,653; INFO    ; VG1_FWD             ; actuator  ; start                    (274); VG1_FWD :Started actuator
2023-05-04 13:48:51,657; INFO    ; VG1_DOWN            ; actuator  ; run_to_encoder_value     (163); VG1_DOWN :Actuator running to value: 1150, at: VG1_VERTICAL_ENCODER
2023-05-04 13:48:51,658; INFO    ; VG1_DOWN            ; actuator  ; start                    (274); VG1_DOWN :Started actuator
2023-05-04 13:48:51,655; INFO    ; VG1_CCW             ; actuator  ; start                    (274); VG1_CCW :Started actuator
2023-05-04 13:48:52,547; INFO    ; VG1_CCW             ; sensor    ; wait_for_encoder         (174); VG1_ROTATION_ENCODER :Value reached: 82
2023-05-04 13:48:52,549; INFO    ; VG1_CCW             ; actuator  ; run_to_encoder_value     (183); VG1_CCW :Stopped at: 82
2023-05-04 13:48:52,551; INFO    ; VG1_CCW             ; actuator  ; stop                     (284); VG1_CCW :Stopped actuator
2023-05-04 13:48:52,552; INFO    ; VG1_CCW             ; actuator  ; set_pwm                  (298); VG1_ROTATION_PWM :Set to 100%
2023-05-04 13:48:53,348; INFO    ; VG1_FWD             ; sensor    ; wait_for_encoder         (174); VG1_HORIZONTAL_ENCODER :Value reached: 683
2023-05-04 13:48:53,349; INFO    ; VG1_FWD             ; actuator  ; set_pwm                  (298); VG1_HORIZONTAL_PWM :Set to 15%
2023-05-04 13:48:53,350; INFO    ; VG1_FWD             ; actuator  ; start                    (274); VG1_FWD :Started actuator
2023-05-04 13:48:53,849; INFO    ; VG1_FWD             ; sensor    ; wait_for_encoder         (174); VG1_HORIZONTAL_ENCODER :Value reached: 800
2023-05-04 13:48:53,850; INFO    ; VG1_FWD             ; actuator  ; run_to_encoder_value     (183); VG1_FWD :Stopped at: 800
